,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
0,37.0,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,62,32,0.3191489327750114,0.09873949569460137,23.76,0.3277216610549944,9.635088664422,23.76,584,1782,2.1071829405162736,4,5.670594837261504
1,38.0,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,58,37,0.22105262925207758,0.1743119262856662,17.625,0.20851063829787234,7.1334042553191495,17.625,294,1410,1.801418439716312,8,4.842553191489362
2,39.0,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,64,35,0.29292928997041123,0.12344139635481123,19.95294117647059,0.3007075471698113,8.10145948945616,19.95294117647059,510,1696,2.02063679245283,3,5.400943396226415
3,40.0,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,59,27,0.372093018929151,0.14075286392675473,17.391304347826086,0.214375,7.042271739130435,17.391304347826086,343,1600,1.838125,22,4.805625
4,41.0,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,53,23,0.3947368369113574,0.1024258758727414,22.07792207792208,0.2311764705882353,8.923639419404125,22.07792207792208,393,1700,1.86,20,5.078823529411765
5,42.0,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,41,22,0.30158729680020163,0.12162162138683084,22.527272727272727,0.22276029055690072,9.100013207131852,22.527272727272727,276,1239,1.8531073446327684,36,5.003228410008071
6,43.0,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,22,11,0.33333332323232356,0.10060975579082392,16.377777777777776,0.1994572591587517,6.630894014774611,16.377777777777776,147,737,1.8317503392130259,11,5.065128900949796
7,44.0,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,0,0,0.0,0.0,5.0,0.2,2.08,5.0,1,5,2.0,0,6.2
8,45.0,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,32,13,0.4222222128395064,0.1499999995,19.63888888888889,0.21357850070721357,7.940986955838442,19.63888888888889,151,707,1.7821782178217822,3,4.830268741159831
9,46.0,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,61,33,0.2978723372566773,0.10363836813270301,26.604938271604937,0.2431554524361949,10.739237489616453,26.604938271604937,524,2155,1.9099767981438516,12,4.939675174013921
10,47.0,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,42,54,-0.12499999869791668,0.11059907821359553,20.054347826086957,0.24715447154471545,8.120600919052668,20.054347826086957,456,1845,1.9235772357723577,1,5.151761517615176
11,48.0,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,32,22,0.18518518175583,0.0954063602554658,20.396551724137932,0.29501267962806427,8.2766257615064,20.396551724137932,349,1183,2.0456466610312765,11,5.445477599323753
12,49.0,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,29,27,0.03571428507653063,0.09893992915381639,15.0,0.23868312757201646,6.095473251028807,15.0,290,1215,1.8864197530864197,7,5.027983539094651
13,50.0,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,53,24,0.37662337173216404,0.12581699325846896,26.629032258064516,0.2089642640823743,10.735198608858758,26.629032258064516,345,1651,1.8086008479709268,42,4.812840702604482
14,51.0,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,59,20,0.4936708798269509,0.11738484380774912,19.25,0.2525974025974026,7.801038961038961,19.25,389,1540,1.9292207792207792,14,5.12077922077922
15,52.0,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,24,0,0.999999958333335,0.09677419315816858,22.818181818181817,0.32270916334661354,9.256356392611371,22.818181818181817,162,502,2.1075697211155378,0,5.50996015936255
16,53.0,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,75,39,0.31578947091412746,0.16939078726687848,200.77777777777777,0.22025456557830658,80.39921293734244,200.77777777777777,398,1807,1.805201992252352,18,4.773104593248478
17,54.0,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,17,0,0.999999941176474,0.049853372287820025,16.77777777777778,0.2847682119205298,6.825018395879323,16.77777777777778,215,755,1.9112582781456953,1,5.094039735099337
18,55.0,https://insights.blackcoffer.com/evolution-of-advertising-industry/,14,5,0.47368418559556913,0.05555555539311241,17.65,0.29178470254957506,7.176713881019829,17.65,206,706,1.981586402266289,1,5.463172804532578
19,56.0,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,0,3,-0.9999996666667778,0.03999999946666667,26.142857142857142,0.2568306010928962,10.559875097580017,26.142857142857142,47,183,1.8907103825136613,2,5.398907103825136
